"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
6/7/23 7:38 PM,"Valorant News","1232012105877983237",,"-1","en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","Valorant pro Karel 'Twisten' Ašbrener has died, Team Vitality has confirmed. He was 19 years old. 

Rest in peace, Karel. https://t.co/JMhiUNyS6U",,,3613.0,"1666409207107661826"
6/7/23 6:08 PM,"MARUTAKE","3072099426",,"-1","ja","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","?? ??????? ?????????? ?? VC?? ???????
???????
#VALORANT https://t.co/TndpV3YDzT",,,2321.0,"1666386545857929216"
6/7/23 7:47 PM,"DEXERTO.FR","349900785",,"-1","fr","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","La Team Vitality a confirmé le décès de Karel 'Twisten' Ašenbrener, joueur pro sur Valorant. Il n'avait que 19 ans... 

RIP ? https://t.co/ofyMmzv11X",,,935.0,"1666411498753740800"
6/8/23 5:06 PM,"Peste","1573257299044737026","unagi_ggez","1593700715398324224","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@unagi_ggez VALORANT??",,,0.0,"1666733462685126656"
6/8/23 5:06 PM,"julian","2834267079",,"-1","es","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @therealbuni: Entras al canal del ejército Argentino y hay trucos de fortnite, valorant y after efects 
O los hackearon o posta el presu…",,,365.0,"1666733458335342593"
6/8/23 5:06 PM,"Breezy","1647864094177763328",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @ValorINTEL: The VALORANT community including pros, and creators have come together and pledged to donate money to a mental health chari…",,,146.0,"1666733458238984197"
6/8/23 5:06 PM,"????","1617079206105714693",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @meryryyy: ?New Valorant skin Giveaway?

10000 credits for the skin price will be delivered via PayPal

? Follow @meryryyy
? Like & retw…",,,239.0,"1666733446608338945"
6/8/23 5:06 PM,"Braulio nft","1601974753086128128",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @DeviousGGz: ?? MAGEPUNK 2.0 GIVEAWAY ??

To Enter 

• Like and Retweet this post
• Follow @DeviousGGz 
• Tag a Friend

Winner will be c…",,,398.0,"1666733439100256257"
6/8/23 5:06 PM,"???","1554332390671015937",,"-1","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","?????????????????????????valorant???up???????????????????up???????????????????
#valorant #twitch ?valorant???#??",,,0.0,"1666733414299607041"
6/8/23 5:06 PM,"xx_ArmandoTHEMONSTERGaming_xx","4741154286",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @ngzytweetsyomom: @rykealohilani do you have valorant ? my friend and i would like to join you @UglyWalrus69",,,1.0,"1666733390668926976"
6/8/23 5:06 PM,"????","2476371374",,"-1","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @valesports_jp: ???????????????? 
?  VALORANT Masters Tokyo ? ? 
? Countdown Events????    ?
 ???19:00????????  ? 
???????????????? 

??…",,,11.0,"1666733389586771968"
6/8/23 5:06 PM,"end-ab-bee ?","1019748655320854528",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @quippin: i missed drawing her ;__;
#sage #VALORANT https://t.co/fkbEpT1uyj",,,90.0,"1666733389427400704"
6/8/23 5:06 PM,"wickedlyregal","829412920656269313",,"-1","und","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @ForestAkiOvO: #Valorant #Valorantart #Omen #Cypher https://t.co/VILyZ7kjyy",,,51.0,"1666733388542222338"
6/8/23 5:06 PM,"lei","1141594782151540738",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @GrayHoodiee: Happy #Pride !! Please take my offering ??

#Reyna #Sage #VALORANT #ValorantArt https://t.co/xlWkje3FaC",,,230.0,"1666733363800211456"
6/8/23 5:06 PM,"??","1570712936347471872","ORER1CH","1539213972569673729","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@ORER1CH rich????????????????????????? 
VALORANT?????????",,,0.0,"1666733359660421121"
6/8/23 5:06 PM,"????","1642001197736529925",,"-1","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @VALORANTNewsGB: Masters ???????????VCT Masters Tokyo ????????? | #VALORANT 

?6?25??????????????????????????Masters Tokyo ?????????????…",,,68.0,"1666733358796374016"
6/8/23 5:06 PM,"?????","763905810",,"-1","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @Jin115: VALORANT???VC?????????????????????????????????? https://t.co/2qNm60vXXb",,,1.0,"1666733348709076993"
6/8/23 5:06 PM,"?? ??","1584875003283394560",,"-1","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @asahi_ych: ????

???Valorant https://t.co/fuR5FAFWaG",,,5.0,"1666733333437624320"
6/8/23 5:06 PM,"????????","1495334284227657729","Axyskun","1348291610446974977","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@Axyskun @Grim__valorant ????",,,0.0,"1666733332615561218"
6/8/23 5:06 PM,"???","2275857649",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @shu_yamino: ?Waiting Room??

Teaching @Ver_Vermillion Valorant!!
wooohooo!!!!

? 9PM EDT | 1AM GMT | 10AM JST
https://t.co/eLFwBcvzNK h…",,,833.0,"1666733317146955777"
