"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
6/7/23 10:30 AM,"Rappler","330826792",,"-1","en","<a href='http://www.socialflow.com' rel='nofollow'>SocialFlow</a>","Faculty of the UP School of Economics bluntly say Marcos' P500-billion Maharlika Investment Fund 'violates fundamental principles of economics and finance and poses serious risks to the economy and the public sector.' https://t.co/KCZC4J1qTB",,,873.0,"1666271288199872512"
6/7/23 7:54 PM,"CNN Philippines","2811559122",,"-1","en","<a href='https://twitter.com' rel='nofollow'>TweetDeck Web App</a>","More than 20 faculty members of the UP School of Economics (UPSE) warn that the proposed Maharlika fund is 'defective' and poses 'serious risks' to the economy.

UPSE Asst. Prof. JC Punongbayan tackles their discussion paper on #TheFinalWord with @RicoHizon https://t.co/ulv5zgo95E",,,91.0,"1666413241902440448"
6/7/23 7:20 PM,"ABS-CBN News Channel","44728980",,"-1","en","<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>","Finance Secretary Benjamin Diokno on Wednesday again defended the Maharlika Investment Fund (MIF) after several professors from the UP School of Economics (UPSE) released a paper saying the MIF was still flawed. https://t.co/X0JTzEEDii",,,33.0,"1666404777880866816"
6/8/23 5:54 PM,"Gorn Hong","1544625859323396096",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @PhilstarNews: ‘…THE MIF VIOLATES FUNDAMENTAL PRINCIPLES OF ECONOMICS AND FINANCE’

In a strongly-worded paper that outright calls the p…",,,46.0,"1666745532210102273"
6/8/23 5:54 PM,"Vangie","1081434668208074752",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Richeydarian: Question: Why is BBM not SIGNING the MAHARLIKA FUND yet? What’s holding him after the immemsely optimal “legislative scru…",,,18.0,"1666745479898750978"
6/8/23 5:52 PM,"NotTheVeggieKale ????","2489868834",,"-1","tl","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @PauOcampo25: @rapplerdotcom ‘ You see, pag karapatang pantao, hindi urgent. Hindi nila priority. Pero kapag may mananakaw sila, I.E. th…",,,77.0,"1666745031447961601"
6/8/23 5:52 PM,"Gorn Hong","1544625859323396096",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @cnnphilippines: More than 20 faculty members of the UP School of Economics (UPSE) warn that the proposed Maharlika fund is 'defective'…",,,91.0,"1666745014175797249"
6/8/23 5:51 PM,"MamArmy","965968905821999105",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @rapplerdotcom: Faculty of the UP School of Economics bluntly say Marcos' P500-billion Maharlika Investment Fund 'violates fundamental p…",,,73.0,"1666744651435450368"
6/8/23 5:50 PM,"???","331708212",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @jcpunongbayan: HOT OFF THE PRESS: UP School of Economics Discussion Paper on the Maharlika Investment Fund. 

'We find that the MIF vio…",,,4463.0,"1666744596205039616"
6/8/23 5:50 PM,"DayunyorLBM","1553678663232524289",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @cnnphilippines: More than 20 faculty members of the UP School of Economics (UPSE) warn that the proposed Maharlika fund is 'defective'…",,,91.0,"1666744502428798983"
